,clienteID,Churn,genero,idoso,parceiro,dependentes,meses_contrato,serviço_telefônico,multiplas_linhas,serviço_internet,segurança_online,backup_online,proteção_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,faturamento_sem_papel,metodo_pagamento,custos_mensais,custos_totais
1130,1658-TJVOA,Nao,Mulher,1,Nao,Nao,6,Sim,Nao,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.1,450.9
1131,1658-XUHBX,Nao,Mulher,1,Sim,Sim,59,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),88.75,5348.65
1132,1660-HSOOQ,Sim,Homem,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,49.65,49.65
1133,1661-CZBAU,Nao,Homem,0,Nao,Nao,48,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Um ano,Sim,Tranferencia bancaria(automatico),70.95,3629.2
1134,1663-MHLHE,Nao,Homem,0,Nao,Nao,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.2,19.2
1135,1666-JXLKU,Nao,Mulher,0,Nao,Nao,37,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,100.05,3810.55
1136,1666-JZPZT,Nao,Homem,0,Nao,Nao,27,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,49.0,1291.35
1137,1670-SVOWZ,Sim,Mulher,0,Sim,Sim,14,Sim,Nao,Fibra optica,Nao,Sim,Nao,Sim,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),89.65,1208.35
1138,1676-MQAOA,Nao,Homem,0,Nao,Nao,72,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Nao,Dois anos,Sim,Tranferencia bancaria(automatico),75.1,5336.35
1139,1678-FYZOW,Sim,Mulher,0,Nao,Nao,3,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,79.4,244.65
1140,1679-JRFBR,Nao,Mulher,0,Sim,Sim,70,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cartao de credito(automatico),108.15,7930.55
1141,1680-VDCWW,Nao,Homem,0,Sim,Nao,12,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),19.8,202.25
1142,1682-VCOIO,Nao,Homem,0,Nao,Nao,23,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,20.45,481.1
1143,1684-FLBGS,Nao,Mulher,0,Sim,Sim,23,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),69.5,1652.1
1144,1685-BQULA,Nao,Mulher,0,Nao,Nao,40,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),93.4,3756.4
1145,1685-VAYJF,Nao,Homem,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),45.2,492.0
1146,1686-STUHN,Nao,Homem,0,Nao,Nao,42,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),19.8,849.9
1147,1689-MRZQR,Sim,Homem,0,Sim,Sim,34,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,78.3,2564.3
1148,1689-YQBYY,Nao,Mulher,0,Nao,Sim,12,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,76.6,893.0
1149,1696-HXOWK,Nao,Mulher,0,Sim,Nao,71,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Sim,Nao,Um ano,Nao,Cheque enviado,95.65,6856.95
1150,1696-MZVAU,Nao,Homem,0,Sim,Sim,39,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Um ano,Sim,Cartao de credito(automatico),25.25,947.75
1151,1697-BCSHV,Nao,Mulher,0,Sim,Sim,58,Sim,Sim,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),66.8,3970.4
1152,1697-LYYYX,Nao,Mulher,0,Sim,Sim,61,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cartao de credito(automatico),19.1,1143.8
1153,1697-NVVGY,Nao,Homem,1,Sim,Nao,19,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),66.4,1286.05
1154,1698-XFZCI,Nao,Homem,0,Nao,Nao,61,Sim,Sim,Fibra optica,Sim,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,107.75,6521.9
1155,1699-HPSBG,Sim,Homem,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Sim,Nao,Um ano,Sim,Cheque eletronico,59.8,727.8
1156,1699-TLDLZ,Nao,Mulher,0,Sim,Sim,16,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.7,301.55
1157,1699-UOTXU,Nao,Homem,0,Nao,Nao,60,Sim,Nao,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Dois anos,Nao,Cheque eletronico,61.4,3638.25
1158,1702-CCFNJ,Nao,Homem,0,Sim,Nao,52,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),61.35,3169.55
1159,1703-MGIAB,Nao,Mulher,0,Nao,Nao,17,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Mes-a-mes,Sim,Cheque enviado,69.0,1108.0
1160,1704-NRWYE,Sim,Mulher,1,Nao,Nao,9,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,80.85,751.65
1161,1705-GUHPV,Nao,Mulher,0,Nao,Nao,63,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,24.2,1618.2
1162,1707-HABPF,Nao,Mulher,1,Nao,Nao,46,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Um ano,Sim,Tranferencia bancaria(automatico),91.3,4126.35
1163,1708-PBBOA,Nao,Mulher,0,Nao,Nao,42,Nao,Sem servico telefonico,DSL,Sim,Sim,Sim,Sim,Nao,Sim,Um ano,Sim,Cheque eletronico,54.75,2348.45
1164,1709-EJDOX,Nao,Mulher,0,Sim,Sim,47,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,19.75,948.9
1165,1710-RCXUS,Nao,Homem,0,Sim,Nao,51,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Nao,Sim,Um ano,Sim,Cartao de credito(automatico),90.35,4614.55
1166,1716-LSAMB,Nao,Homem,0,Sim,Sim,45,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Nao,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),54.65,2553.7
1167,1722-LDZJS,Nao,Homem,0,Sim,Sim,53,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cartao de credito(automatico),20.2,1068.15
1168,1723-HKXJQ,Sim,Homem,0,Nao,Nao,42,Sim,Sim,Fibra optica,Nao,Sim,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,101.75,4273.45
1169,1724-BQUHA,Sim,Homem,1,Nao,Nao,5,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,89.5,477.7
1170,1724-IQWNM,Nao,Homem,0,Nao,Sim,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.3,19.3
1171,1725-IQNIY,Sim,Homem,0,Sim,Nao,54,Sim,Nao,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Tranferencia bancaria(automatico),109.75,6110.2
1172,1725-MIMXW,Sim,Homem,0,Nao,Sim,1,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.45,19.45
1173,1728-BQDMA,Nao,Mulher,0,Nao,Nao,2,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,44.45,82.7
1174,1728-CXQBE,Nao,Homem,1,Sim,Nao,64,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,94.25,6081.4
1175,1729-VLAZJ,Nao,Mulher,0,Nao,Sim,10,Nao,Sem servico telefonico,DSL,Sim,Sim,Nao,Sim,Nao,Nao,Um ano,Nao,Cheque enviado,40.25,411.45
1176,1730-VFMWO,Nao,Mulher,0,Sim,Nao,34,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),50.2,1815.3
1177,1730-ZMAME,Nao,Mulher,1,Nao,Nao,32,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,79.5,2665.0
1178,1731-TVIUK,Sim,Mulher,0,Nao,Nao,4,Sim,Sim,Fibra optica,Nao,Sim,Nao,Sim,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,93.5,362.2
1179,1732-FEKLD,Nao,Mulher,0,Nao,Nao,54,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Um ano,Sim,Tranferencia bancaria(automatico),94.75,5121.75
1180,1732-VHUBQ,Sim,Mulher,1,Sim,Sim,47,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),70.55,3309.25
1181,1734-ZMNTZ,Nao,Mulher,0,Sim,Sim,11,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,25.0,300.7
1182,1735-XMJVH,Nao,Homem,0,Sim,Sim,8,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,19.35,152.6
1183,1740-CSDJP,Sim,Homem,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),35.25,35.25
1184,1741-WTPON,Nao,Homem,0,Sim,Sim,56,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cheque enviado,115.85,6567.9
1185,1744-JHKYS,Nao,Mulher,0,Sim,Nao,34,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque eletronico,24.7,780.2
1186,1746-TGTWV,Nao,Homem,0,Sim,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cartao de credito(automatico),75.35,75.35
1187,1750-CSKKM,Sim,Homem,0,Nao,Sim,9,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,55.35,449.75
1188,1751-NCDLI,Nao,Homem,1,Sim,Nao,46,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cheque eletronico,98.85,4564.9
1189,1752-OZXFY,Nao,Homem,0,Sim,Nao,60,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Um ano,Sim,Cheque enviado,59.8,3561.15
1190,1754-GKYPY,Nao,Homem,1,Sim,Nao,22,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),89.75,1938.9
1191,1755-FZQEC,Nao,Homem,0,Nao,Nao,39,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,19.9,791.15
1192,1755-RMCXH,Nao,Homem,0,Sim,Sim,2,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.3,40.25
1193,1757-TCATG,Nao,Homem,0,Sim,Sim,35,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),20.05,746.75
1194,1760-CAZHT,Nao,Homem,0,Nao,Sim,25,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.8,460.2
1195,1761-AEZZR,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,79.55,79.55
1196,1763-KUAAW,Nao,Mulher,1,Nao,Nao,18,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),20.35,369.6
1197,1763-WQFUK,Nao,Homem,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,50.5,147.75
1198,1764-VUUMT,Nao,Homem,0,Nao,Sim,66,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.95,1269.1
1199,1766-GKNMI,Nao,Homem,0,Nao,Nao,29,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,84.9,2516.2
1200,1767-CJKBA,Nao,Homem,0,Nao,Nao,66,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,25.1,1697.7
1201,1767-TGTKO,Nao,Mulher,0,Sim,Sim,8,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,45.45,411.75
1202,1768-HNVGJ,Nao,Mulher,1,Nao,Nao,45,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,70.05,3062.45
1203,1768-ZAIFU,Sim,Mulher,1,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,25.2,25.2
1204,1769-GRUIK,Nao,Mulher,0,Nao,Nao,18,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,71.1,1247.75
1205,1771-OADNZ,Sim,Homem,1,Sim,Nao,29,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,95.9,2745.2
1206,1775-KWJKQ,Nao,Homem,0,Sim,Sim,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Nao,Cartao de credito(automatico),89.85,6562.9
1207,1776-SPBWV,Nao,Mulher,0,Sim,Sim,34,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Sim,Tranferencia bancaria(automatico),20.1,682.1
1208,1777-JYQPJ,Nao,Homem,0,Nao,Nao,2,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,24.3,38.45
1209,1779-PWPMG,Nao,Mulher,1,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),114.65,8333.95
1210,1784-BXEFA,Nao,Mulher,0,Nao,Nao,10,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Sim,Cheque enviado,20.55,187.35
1211,1784-EZDKJ,Nao,Homem,0,Sim,Nao,51,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Um ano,Sim,Tranferencia bancaria(automatico),106.8,5498.8
1212,1785-BPHTP,Nao,Homem,0,Sim,Sim,28,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Mes-a-mes,Nao,Cheque eletronico,85.45,2289.9
1213,1790-NESIO,Nao,Mulher,0,Nao,Nao,13,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,20.4,261.3
1214,1791-PQHBB,Nao,Mulher,0,Nao,Sim,2,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),61.2,125.95
1215,1792-UXAFY,Sim,Mulher,1,Nao,Nao,17,Sim,Nao,Fibra optica,Nao,Sim,Sim,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,89.15,1496.9
1216,1794-HBQTJ,Sim,Mulher,0,Nao,Nao,1,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cartao de credito(automatico),48.6,48.6
1217,1794-SWWKL,Nao,Homem,0,Sim,Sim,15,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),59.65,867.1
1218,1796-JANOW,Nao,Mulher,0,Nao,Nao,2,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,19.95,38.15
1219,1803-BGNBD,Nao,Mulher,0,Nao,Nao,12,Sim,Nao,DSL,Nao,Sim,Nao,Sim,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,54.3,654.5
1220,1809-DMJHQ,Sim,Mulher,0,Nao,Sim,5,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,46.0,221.7
1221,1810-BOHSY,Nao,Homem,0,Sim,Nao,51,Sim,Sim,Fibra optica,Sim,Sim,Nao,Nao,Nao,Sim,Um ano,Sim,Cartao de credito(automatico),96.4,4911.05
1222,1810-MVMAI,Nao,Homem,0,Sim,Sim,30,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque eletronico,67.6,2000.2
1223,1813-JLKWR,Nao,Mulher,0,Sim,Sim,64,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Tranferencia bancaria(automatico),19.8,1336.65
1224,1813-JYWTO,Nao,Mulher,0,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Nao,Nao,Nao,Nao,Nao,Dois anos,Nao,Tranferencia bancaria(automatico),80.45,5737.6
1225,1814-DKOLC,Nao,Mulher,0,Nao,Nao,5,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,25.45,134.75
1226,1814-WFGVS,Nao,Homem,0,Sim,Sim,72,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Sim,Sim,Nao,Dois anos,Nao,Cheque enviado,48.9,3527.0
1227,1816-FLZDK,Nao,Homem,0,Nao,Nao,1,Nao,Sem servico telefonico,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,29.15,29.15
1228,1818-ESQMW,Nao,Mulher,0,Nao,Nao,27,Sim,Nao,Fibra optica,Nao,Nao,Sim,Sim,Nao,Sim,Mes-a-mes,Sim,Cheque eletronico,89.2,2383.6
1229,1820-DJFPH,Nao,Mulher,0,Sim,Sim,72,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),24.05,1709.15
1230,1820-TQVEV,Sim,Homem,0,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,69.55,69.55
1231,1821-BUCWY,Nao,Homem,0,Nao,Nao,30,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Nao,Dois anos,Sim,Cheque enviado,55.65,1653.85
1232,1830-GGFNM,Nao,Homem,0,Sim,Sim,65,Sim,Sim,Fibra optica,Sim,Sim,Sim,Sim,Nao,Nao,Dois anos,Nao,Cartao de credito(automatico),94.55,6078.75
1233,1830-IPXVJ,Nao,Mulher,0,Sim,Sim,61,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cartao de credito(automatico),19.75,1311.6
1234,1832-PEUTS,Nao,Homem,0,Sim,Sim,62,Sim,Sim,Fibra optica,Nao,Nao,Sim,Nao,Sim,Nao,Dois anos,Sim,Cartao de credito(automatico),89.1,5411.65
1235,1833-TCXKK,Nao,Homem,0,Sim,Nao,45,Sim,Sim,Fibra optica,Nao,Sim,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Tranferencia bancaria(automatico),107.75,4882.8
1236,1833-VGRUM,Sim,Mulher,1,Nao,Nao,1,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,74.2,74.2
1237,1834-ABKHQ,Nao,Mulher,0,Sim,Sim,52,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Um ano,Sim,Tranferencia bancaria(automatico),50.95,2610.65
1238,1834-WULEG,Nao,Homem,0,Sim,Sim,24,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque enviado,20.25,439.75
1239,1837-YQUCE,Nao,Mulher,0,Nao,Nao,70,Nao,Sem servico telefonico,DSL,Sim,Nao,Sim,Sim,Sim,Sim,Dois anos,Sim,Tranferencia bancaria(automatico),58.35,4214.25
1240,1839-FBNFR,Nao,Mulher,0,Sim,Sim,39,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Tranferencia bancaria(automatico),19.85,854.8
1241,1839-UMACK,Nao,Homem,0,Nao,Nao,42,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Um ano,Nao,Cheque eletronico,25.05,949.85
1242,1840-BIUOG,Nao,Homem,0,Nao,Nao,20,Sim,Sim,DSL,Nao,Sim,Nao,Sim,Sim,Nao,Um ano,Sim,Cheque eletronico,68.7,1416.2
1243,1841-YSJGV,Nao,Homem,0,Sim,Nao,72,Sim,Sim,Fibra optica,Sim,Sim,Nao,Sim,Sim,Sim,Dois anos,Sim,Cartao de credito(automatico),109.95,7852.4
1244,1842-EZJMK,Sim,Homem,0,Sim,Sim,50,Sim,Sim,Fibra optica,Nao,Sim,Nao,Sim,Sim,Sim,Mes-a-mes,Nao,Cheque eletronico,103.7,5071.05
1245,1843-TLSGD,Nao,Mulher,0,Sim,Sim,13,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Nao,Cheque enviado,20.85,272.35
1246,1845-CSBRZ,Nao,Mulher,1,Sim,Sim,22,Sim,Sim,Fibra optica,Nao,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Nao,Tranferencia bancaria(automatico),85.35,1961.6
1247,1845-ZLLIG,Nao,Homem,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque enviado,50.15,50.15
1248,1846-XWOQN,Sim,Mulher,1,Nao,Nao,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.15,70.15
1249,1848-LBZHY,Nao,Mulher,0,Sim,Nao,7,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Tranferencia bancaria(automatico),50.3,355.1
1250,1849-RJYIG,Nao,Mulher,0,Nao,Nao,8,Sim,Nao,DSL,Sim,Nao,Nao,Nao,Sim,Nao,Mes-a-mes,Sim,Cheque eletronico,60.0,487.75
1251,1850-AKQEP,Nao,Homem,0,Nao,Sim,8,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.35,178.7
1252,1852-QSWCD,Nao,Homem,0,Sim,Sim,64,Sim,Sim,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Dois anos,Sim,Cheque enviado,24.8,1514.85
1253,1852-XEMDW,Nao,Homem,0,Nao,Nao,22,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,Mes-a-mes,Nao,Cheque enviado,65.05,1427.55
1254,1853-ARAAQ,Nao,Mulher,0,Nao,Nao,26,Nao,Sem servico telefonico,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Mes-a-mes,Sim,Cartao de credito(automatico),50.35,1277.5
1255,1853-UDXBW,Sim,Homem,0,Sim,Sim,1,Sim,Nao,Fibra optica,Nao,Nao,Nao,Nao,Nao,Nao,Mes-a-mes,Sim,Cheque eletronico,70.0,70.0
1256,1855-AGAWH,Nao,Homem,0,Sim,Nao,31,Sim,Nao,Fibra optica,Nao,Nao,Sim,Nao,Sim,Sim,Um ano,Sim,Cheque eletronico,93.8,2939.8
1257,1855-CFULU,Nao,Mulher,1,Nao,Nao,4,Sim,Nao,Nao,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Sem servico internet,Mes-a-mes,Nao,Cheque enviado,20.05,91.45
